t_s,s_m,v_kmh,slope_rad
14793.0,81510.0,0.0,-0.008797331939350048
14794.0,81510.0,0.0,-0.008797331939350048
14795.0,81510.0,0.0,-0.008797331939350048
14796.0,81510.0,0.0,-0.008797331939350048
14797.0,81510.0,0.0,-0.008797331939350048
14798.0,81510.0,0.0,-0.008797331939350048
14799.0,81510.0,0.0,-0.008797331939350048
14800.0,81510.0,0.0,-0.008797331939350048
14801.0,81510.0,0.0,-0.008797331939350048
14802.0,81510.0,0.0,-0.008797331939350048
14803.0,81510.0,0.0,-0.008797331939350048
14804.0,81510.0,0.0,-0.008797331939350048
14805.0,81510.0,0.0,-0.008797331939350048
14806.0,81510.0,0.0,-0.008797331939350048
14807.0,81510.0,0.0,-0.008797331939350048
14808.0,81510.0,0.0,-0.008797331939350048
14809.0,81510.0,0.0,-0.008797331939350048
14810.0,81510.0,0.0,-0.008797331939350048
14811.0,81510.0,0.0,-0.008797331939350048
14812.0,81510.0,0.0,-0.008797331939350048
14813.0,81510.0,0.0,-0.008797331939350048
14814.0,81510.0,0.0,-0.008797331939350048
14815.0,81510.0,0.0,-0.008797331939350048
14816.0,81510.0,0.0,-0.008797331939350048
14817.0,81510.0,0.0,-0.008797331939350048
14818.0,81510.0,0.0,-0.008797331939350048
14819.0,81510.0,0.0,-0.008797331939350048
14820.0,81510.0,0.0,-0.008797331939350048
14821.0,81510.0,0.0,-0.008797331939350048
14822.0,81510.0,0.0,-0.008797331939350048
14823.0,81510.0,0.0,-0.008797331939350048
14824.0,81510.0,0.0,-0.008797331939350048
14825.0,81510.0,0.0,-0.008797331939350048
14826.0,81510.0,0.0,-0.008797331939350048
14827.0,81510.0,0.0,-0.008797331939350048
14828.0,81510.0,0.0,-0.008797331939350048
14829.0,81510.0,0.0,-0.008797331939350048
14830.0,81510.0,0.0,-0.008797331939350048
14831.0,81510.0,0.0,-0.008797331939350048
14832.0,81510.0,0.0,-0.008797331939350048
14833.0,81511.343621745,2.1426131553803365,-0.008665536043978484
14834.0,81512.50613298993,7.542613155376673,-0.008534169994834978
14835.0,81515.32055407674,12.942613155374069,-0.008145966543903434
14836.0,81519.66019078743,18.34261315537956,-0.007350795800416959
14837.0,81525.5030686519,23.742613155377345,-0.0059040069487664515
14838.0,81532.8454470895,29.142613155374878,-0.0034749131032457427
14839.0,81541.69084857656,34.54261315536473,-0.00034185023359721784
14840.0,81552.03446864274,39.94261315536669,0.0016058313591244143
14841.0,81563.1922229762,40.316869939747356,0.0015151996290823984
14842.0,81574.34997730967,40.09530936560355,-0.0008465789341598321
